pet_15645, 3380, 筷子, 吃飯
pet_28, 3380, 筷子, 吃飯
pet_15840, 3360, 吃飯, 洗手
pet_15662, 3380, 棉被, 睡覺
pet_4783, 3387, 工作, 錢
pet_12950, 3378, 老師, 學校
pet_15881, 3380, 沐浴乳, 洗澡
pet_15690, 3353, 天氣熱, 吃冰
pet_15881, 3385, 吃飯, 肚子餓
pet_15881, 3385, 吃飯, 肚子餓
pet_12950, 3378, 學生, 學校
pet_15706, 3353, 天氣熱, 吹冷氣
pet_15729, 3380, 衛生紙, 大便
pet_15341, 3380, 衛生紙, 大便
pet_15837, 3387, 努力工作, 錢
pet_12822, 3378, 大象, 動物園
pet_15910, 3360, 睡覺, 刷牙
pet_15837, 3393, 貓, 狗
pet_15881, 3380, 毛巾, 洗澡
pet_15705, 3366, 桌子, 木頭
pet_12822, 3378, 老虎, 動物園
pet_15932, 3387, 賺錢, 錢
pet_37, 3387, 賺錢, 錢
pet_386, 3392, 老師, 壞學生
pet_15662, 3385, 吃飯, 餓了
pet_15837, 3388, 煮飯, 吃飯
pet_12950, 3388, 煮飯, 吃飯
pet_15748, 3365, 手, 身體
pet_2695, 3365, 腳, 身體
pet_15947, 3389, 吃東西, 肚子餓
pet_14331, 3389, 唱歌, 開心
pet_15785, 3377, 衛生紙, 廁所
pet_15660, 3380, 錢, 買東西
pet_12822, 3378, 猴子, 動物園
pet_15837, 3388, 打哈欠, 睡覺
pet_15417, 3389, 哭, 難過
pet_15674, 3360, 吃飯, 煮飯
pet_15829, 3365, 眼睛, 身體
pet_864, 3365, 頭, 身體
pet_12822, 3378, 長頸鹿, 動物園
pet_386, 3385, 哭, 難過
pet_15841, 3387, 打工, 錢
pet_15932, 3387, 打工, 錢
pet_15345, 3387, 打工, 錢
pet_15851, 3354, 吃飯, 快樂
pet_15810, 3354, 吃飯, 快樂
pet_15881, 3385, 吃飯, 嘴饞
pet_15841, 3383, 我, 睡覺
pet_15837, 3383, 我, 睡覺
pet_15931, 3366, 蛋糕, 麵粉
pet_15841, 3370, 電腦, 工具
pet_15829, 3354, 運動, 流汗
pet_5459, 3389, 睡覺, 看書
pet_11459, 3389, 睡覺, 看書
pet_15837, 3389, 喝湯, 吃飯
pet_15837, 3386, 讀書, 考試
pet_15837, 3386, 讀書, 考試
pet_14803, 3380, 衛生紙, 擤鼻涕
pet_11607, 3380, 衛生紙, 擤鼻涕
pet_12134, 3353, 夏天, 吃冰
pet_13357, 3380, 課本, 上課
pet_15841, 3385, 睡覺, 無聊
pet_15837, 3391, 我, 錢
pet_14331, 3389, 跳舞, 開心
pet_13675, 3389, 睡覺, 很累
pet_15748, 3380, 錢, 逛街
pet_15841, 3383, 我, 吃飯
pet_15898, 3383, 你, 睡覺
pet_15834, 3365, 嘴巴, 身體
pet_15881, 3354, 唱歌, 開心
pet_15841, 3383, 你, 吃飯
pet_15705, 3356, 口渴, 喝水
pet_15049, 3380, 筷子, 夾菜
pet_196, 3380, 筷子, 夾菜
pet_15810, 3389, 唱歌, 快樂
pet_15851, 3354, 唱歌, 快樂
pet_15881, 3380, 香皂, 洗澡
pet_15662, 3380, 衛生紙, 哭
pet_14983, 3354, 睡覺, 快樂
pet_15810, 3388, 喝咖啡, 睡覺
pet_12950, 3378, 操場, 學校
pet_864, 3409, 微笑, 快樂
pet_15932, 3380, 筆, 讀書
pet_14220, 3389, 睡覺, 疲勞
pet_15894, 3412, 洗澡, 唱歌
pet_15091, 3388, 開電腦, 上網
pet_15417, 3389, 睡覺, 難過
pet_12822, 3356, 快樂, 開心
pet_15837, 3385, 無聊, 沒事做
pet_15700, 3385, 無聊, 沒事做
pet_15785, 3377, 大便, 廁所
pet_15881, 3415, 床上, 睡覺
pet_14733, 3369, 麵包, 麵粉
pet_7508, 3358, 感冒, 發燒
pet_13675, 3358, 感冒, 發燒
pet_14930, 3389, 聽音樂, 無聊
pet_15254, 3390, 我, 睡覺
pet_15952, 3393, 爸爸, 媽媽
pet_12134, 3353, 夏天, 游泳
pet_15881, 3356, 快樂, 唱歌
pet_14866, 3389, 睡覺, 晚上
pet_15035, 3387, 讀書, 錢
pet_15696, 3365, 耳朵, 身體
pet_15810, 3390, 小狗, 骨頭
pet_14837, 3360, 運動, 熱身
pet_15669, 3388, 去睡覺, 睡覺
pet_15837, 3388, 去睡覺, 睡覺
pet_15841, 3388, 拿遙控器, 看電視
pet_6136, 3353, 開心, 唱歌
pet_13873, 3353, 累, 睡覺
pet_15841, 3388, 打開電視, 看電視
pet_15810, 3393, 女生, 蟑螂
pet_12495, 3380, 保險套, 做愛
pet_601, 3389, 聊天, 無聊
pet_9045, 3389, 聊天, 無聊
pet_11059, 3389, 聊天, 無聊
pet_15791, 3412, 生氣, 打人
pet_12495, 3412, 生氣, 打人
pet_12822, 3378, 總統, 總統府
pet_15837, 3356, 開心, 唱歌
pet_15690, 3353, 天氣熱, 洗澡
pet_12822, 3356, 中樂透, 開心
pet_13925, 3378, 醫生, 醫院
pet_64, 3353, 冬天, 吃火鍋
pet_15881, 3356, 快樂, 跳舞
pet_386, 3385, 哭, 傷心
pet_15775, 3385, 生氣, 被罵
pet_11834, 3389, 吃東西, 無聊
pet_12229, 3389, 玩電腦, 無聊
pet_15881, 3391, 老闆, 賺錢
pet_13712, 3389, 聊天, 吃飯
pet_1339, 3380, 眼鏡, 看書
pet_400, 3380, 眼鏡, 看書
pet_14545, 3387, 上班, 錢
pet_15754, 3383, 肚子餓, 吃飯
pet_15705, 3387, 賺錢, 車子
pet_15841, 3385, 睡覺, 愛睏
pet_14165, 3358, 感冒, 流鼻水
pet_248, 3358, 感冒, 流鼻水
pet_15705, 3412, 地震, 逃跑
pet_15810, 3393, 女生, 老鼠
pet_15837, 3356, 開心, 大笑
pet_64, 3353, 冬天, 睡覺
pet_15810, 3389, 跳舞, 快樂
pet_15837, 3354, 開心, 大笑
pet_15851, 3354, 看電影, 快樂
pet_12566, 3389, 睡覺, 想睡覺
pet_15829, 3354, 打球, 流汗
pet_15881, 3385, 吃飯, 想吃東西
pet_15943, 3354, 玩遊戲, 快樂
pet_15027, 3415, 過年, 放鞭炮
pet_64, 3391, 女人, 男人
pet_15785, 3354, 笑話, 笑
pet_6493, 3389, 吃東西, 看電視
pet_15932, 3380, 筆記本, 讀書
pet_15172, 3354, 我, 開心
pet_15943, 3354, 玩遊戲, 開心
pet_13209, 3389, 睡覺, 唸書
pet_11459, 3389, 聽音樂, 看書
pet_11803, 3390, 我, 聽音樂
pet_15785, 3377, 水龍頭, 廁所
pet_15931, 3366, 蛋糕, 蛋
pet_15931, 3366, 蛋糕, 巧克力
pet_14608, 3357, 地震, 災害
pet_15881, 3354, 聊天, 開心
pet_15881, 3415, 床上, 看書
pet_15841, 3387, 讀書, 知識
pet_15837, 3354, 逛街, 開心
pet_15881, 3354, 逛街, 開心
pet_15851, 3354, 聊天, 快樂
pet_15955, 3378, 大便, 廁所
pet_13033, 3380, 菜刀, 切菜
pet_5189, 3380, 衛生紙, 擦嘴巴
pet_2738, 3380, 衛生紙, 擦嘴巴
pet_15810, 3354, 吃東西, 快樂
pet_15931, 3366, 蛋糕, 糖
pet_15841, 3412, 地震, 尖叫
pet_15705, 3367, 家庭, 爸爸
